,invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin
1643,1644,WALM091,Little Elm,Fashion accessories,17.0,1.0,02/02/21,14:12:00,Ewallet,8.0,0.33
1644,1645,WALM084,Schertz,Home and lifestyle,63.0,2.0,01/03/21,22:36:00,Ewallet,8.0,0.33
1645,1646,WALM008,Corpus Christi,Fashion accessories,65.0,3.0,25/06/22,15:51:00,Ewallet,4.0,0.48
1646,1647,WALM006,El Paso,Home and lifestyle,29.0,1.0,31/10/23,9:38:00,Ewallet,8.0,0.48
1647,1648,WALM020,Killeen,Fashion accessories,50.0,3.0,20/03/23,6:09:00,Ewallet,4.0,0.48
1648,1649,WALM046,Temple,Home and lifestyle,52.0,1.0,26/11/21,16:31:00,Ewallet,6.0,0.48
1649,1650,WALM089,Southlake,Fashion accessories,63.0,2.0,22/09/23,12:12:00,Ewallet,8.0,0.33
1650,1651,WALM047,Flower Mound,Home and lifestyle,37.0,2.0,28/08/21,17:17:00,Ewallet,4.0,0.48
1651,1652,WALM058,Port Arthur,Fashion accessories,34.0,3.0,01/10/21,15:26:00,Ewallet,9.0,0.33
1652,1653,WALM039,Longview,Home and lifestyle,54.0,3.0,15/02/21,12:52:00,Ewallet,6.0,0.48
1653,1654,WALM100,Canyon,Fashion accessories,65.0,2.0,13/08/23,8:52:00,Ewallet,4.0,0.18
1654,1655,WALM035,San Angelo,Home and lifestyle,58.0,2.0,26/06/23,19:54:00,Ewallet,6.0,0.48
1655,1656,WALM028,Odessa,Fashion accessories,58.0,1.0,12/09/20,16:50:00,Ewallet,5.0,0.48
1656,1657,WALM014,Amarillo,Home and lifestyle,85.0,1.0,05/06/23,17:34:00,Ewallet,7.0,0.48
1657,1658,WALM067,Haltom City,Fashion accessories,25.0,3.0,14/11/21,14:29:00,Ewallet,7.0,0.33
1658,1659,WALM060,DeSoto,Home and lifestyle,26.0,1.0,08/06/21,22:06:00,Ewallet,5.0,0.33
1659,1660,WALM030,Richardson,Fashion accessories,28.0,2.0,05/03/22,21:56:00,Ewallet,4.0,0.48
1660,1661,WALM046,Temple,Home and lifestyle,75.0,1.0,11/12/22,21:51:00,Ewallet,7.0,0.48
1661,1662,WALM100,Canyon,Fashion accessories,18.0,2.0,20/02/20,9:22:00,Ewallet,7.0,0.18
1662,1663,WALM040,Edinburg,Home and lifestyle,30.0,1.0,21/04/23,10:01:00,Ewallet,8.0,0.48
1663,1664,WALM018,Frisco,Fashion accessories,18.0,2.0,19/09/21,6:30:00,Ewallet,7.0,0.48
1664,1665,WALM087,Waxahachie,Home and lifestyle,34.0,2.0,17/02/22,14:14:00,Ewallet,4.0,0.33
1665,1666,WALM030,Richardson,Fashion accessories,59.0,1.0,09/02/23,12:45:00,Ewallet,8.0,0.48
1666,1667,WALM041,Mission,Home and lifestyle,36.0,3.0,28/08/20,14:37:00,Ewallet,8.0,0.48
1667,1668,WALM022,Mesquite,Fashion accessories,45.0,1.0,28/06/22,13:22:00,Ewallet,6.0,0.48
1668,1669,WALM045,Missouri City,Home and lifestyle,23.0,1.0,26/04/22,18:42:00,Credit card,7.0,0.48
1669,1670,WALM097,Alice,Fashion accessories,19.0,2.0,10/02/20,12:30:00,Ewallet,4.0,0.18
1670,1671,WALM020,Killeen,Home and lifestyle,21.0,2.0,22/02/22,15:26:00,Ewallet,5.0,0.48
1671,1672,WALM048,Harlingen,Fashion accessories,53.0,3.0,08/06/22,17:13:00,Ewallet,6.0,0.48
1672,1673,WALM028,Odessa,Home and lifestyle,30.0,1.0,28/02/23,19:19:00,Ewallet,7.0,0.48
1673,1674,WALM088,Cleburne,Fashion accessories,47.0,3.0,20/12/20,9:36:00,Ewallet,5.0,0.33
1674,1675,WALM085,Kerrville,Home and lifestyle,20.0,1.0,14/11/23,18:37:00,Ewallet,6.0,0.33
1675,1676,WALM036,Allen,Fashion accessories,24.0,3.0,17/08/23,6:17:00,Ewallet,9.0,0.48
1676,1677,WALM094,Alamo,Home and lifestyle,49.0,2.0,22/09/23,10:18:00,Ewallet,8.0,0.33
1677,1678,WALM010,Laredo,Fashion accessories,25.0,3.0,12/06/21,20:35:00,Ewallet,8.0,0.48
1678,1679,WALM001,Houston,Home and lifestyle,80.0,1.0,10/07/22,19:11:00,Ewallet,8.0,0.36
1679,1680,WALM060,DeSoto,Fashion accessories,23.0,3.0,09/04/20,9:18:00,Ewallet,5.0,0.33
1680,1681,WALM040,Edinburg,Home and lifestyle,18.0,1.0,07/06/22,11:04:00,Ewallet,4.0,0.48
1681,1682,WALM057,Euless,Fashion accessories,66.0,2.0,26/10/20,7:05:00,Ewallet,8.0,0.33
1682,1683,WALM051,New Braunfels,Home and lifestyle,35.0,2.0,08/02/20,19:02:00,Ewallet,6.0,0.48
1683,1684,WALM090,Brownwood,Fashion accessories,81.0,3.0,28/11/23,11:06:00,Ewallet,5.0,0.33
1684,1685,WALM047,Flower Mound,Home and lifestyle,70.0,3.0,19/10/21,16:05:00,Ewallet,8.0,0.48
1685,1686,WALM051,New Braunfels,Fashion accessories,24.0,3.0,24/10/22,11:48:00,Ewallet,8.0,0.48
1686,1687,WALM048,Harlingen,Home and lifestyle,77.0,1.0,25/08/23,22:06:00,Ewallet,7.0,0.48
1687,1688,WALM083,Farmers Branch,Fashion accessories,48.0,3.0,13/02/23,12:28:00,Ewallet,9.0,0.33
1688,1689,WALM068,Burleson,Home and lifestyle,33.0,2.0,03/03/23,18:38:00,Ewallet,7.0,0.33
1689,1690,WALM037,League City,Fashion accessories,59.0,3.0,12/12/23,21:15:00,Ewallet,5.0,0.48
1690,1691,WALM061,Cedar Park,Home and lifestyle,84.0,1.0,17/03/22,18:24:00,Ewallet,9.0,0.33
1691,1692,WALM095,Big Spring,Fashion accessories,58.0,1.0,21/06/21,17:12:00,Ewallet,6.0,0.33
1692,1693,WALM002,Dallas,Home and lifestyle,59.0,3.0,07/02/23,9:59:00,Ewallet,5.0,0.36
1693,1694,WALM063,Georgetown,Fashion accessories,54.0,2.0,05/08/20,17:17:00,Ewallet,9.0,0.33
1694,1695,WALM062,Galveston,Home and lifestyle,85.0,2.0,19/03/22,15:10:00,Ewallet,8.0,0.33
1695,1696,WALM076,Huntsville,Fashion accessories,85.0,1.0,28/07/20,20:12:00,Ewallet,8.0,0.33
1696,1697,WALM052,Mansfield,Home and lifestyle,58.0,3.0,15/09/20,13:34:00,Ewallet,7.0,0.57
1697,1698,WALM005,Fort Worth,Fashion accessories,47.0,1.0,25/10/21,6:38:00,Ewallet,5.0,0.48
1698,1699,WALM052,Mansfield,Home and lifestyle,19.0,1.0,12/02/22,13:30:00,Ewallet,6.0,0.57
1699,1700,WALM027,Abilene,Fashion accessories,70.0,3.0,18/11/21,10:19:00,Ewallet,9.0,0.48
1700,1701,WALM036,Allen,Home and lifestyle,24.0,3.0,06/11/23,17:37:00,Ewallet,4.0,0.48
1701,1702,WALM017,McKinney,Fashion accessories,47.0,1.0,29/07/23,19:01:00,Ewallet,7.0,0.48
1702,1703,WALM036,Allen,Home and lifestyle,42.0,2.0,06/04/21,22:44:00,Ewallet,6.0,0.48
1703,1704,WALM037,League City,Fashion accessories,17.0,1.0,01/03/23,17:20:00,Ewallet,4.0,0.48
1704,1705,WALM024,Carrollton,Home and lifestyle,77.0,3.0,25/11/23,13:36:00,Ewallet,9.0,0.48
1705,1706,WALM001,Houston,Fashion accessories,44.0,2.0,14/04/23,11:28:00,Ewallet,9.0,0.36
1706,1707,WALM068,Burleson,Home and lifestyle,67.0,3.0,19/10/23,16:14:00,Ewallet,6.0,0.33
1707,1708,WALM041,Mission,Fashion accessories,34.0,1.0,14/11/22,16:55:00,Ewallet,8.0,0.48
1708,1709,WALM079,La Porte,Home and lifestyle,78.0,1.0,13/08/23,19:51:00,Ewallet,5.0,0.33
1709,1710,WALM011,Lubbock,Fashion accessories,25.0,1.0,14/01/21,14:57:00,Ewallet,9.0,0.48
1710,1711,WALM051,New Braunfels,Home and lifestyle,49.0,1.0,30/05/22,15:03:00,Ewallet,7.0,0.48
1711,1712,WALM069,Rockwall,Fashion accessories,52.0,2.0,04/11/22,20:10:00,Ewallet,4.0,0.33
1712,1713,WALM062,Galveston,Home and lifestyle,73.0,1.0,16/08/23,13:05:00,Ewallet,8.0,0.33
1713,1714,WALM007,Arlington,Fashion accessories,26.0,2.0,17/05/22,22:40:00,Ewallet,5.0,0.48
1714,1715,WALM037,League City,Home and lifestyle,52.0,2.0,26/01/21,8:14:00,Ewallet,6.0,0.48
1715,1716,WALM024,Carrollton,Fashion accessories,39.0,3.0,28/03/23,17:08:00,Ewallet,6.0,0.48
1716,1717,WALM006,El Paso,Home and lifestyle,50.0,3.0,21/09/23,6:35:00,Ewallet,6.0,0.48
1717,1718,WALM006,El Paso,Fashion accessories,37.0,3.0,08/09/22,17:27:00,Ewallet,7.0,0.48
1718,1719,WALM063,Georgetown,Home and lifestyle,59.0,3.0,02/07/23,9:24:00,Ewallet,9.0,0.33
1719,1720,WALM069,Rockwall,Fashion accessories,53.0,2.0,02/07/20,12:54:00,Ewallet,7.0,0.33
1720,1721,WALM020,Killeen,Home and lifestyle,64.0,3.0,17/04/21,13:53:00,Ewallet,7.0,0.48
1721,1722,WALM017,McKinney,Fashion accessories,59.0,3.0,04/09/20,12:28:00,Ewallet,9.0,0.48
1722,1723,WALM098,Mineral Wells,Home and lifestyle,68.0,1.0,15/02/20,11:16:00,Ewallet,5.0,0.18
1723,1724,WALM069,Rockwall,Fashion accessories,55.0,2.0,14/05/22,21:50:00,Ewallet,7.0,0.33
1724,1725,WALM098,Mineral Wells,Home and lifestyle,39.0,2.0,22/03/23,14:52:00,Ewallet,6.0,0.18
1725,1726,WALM079,La Porte,Fashion accessories,82.0,1.0,22/03/22,17:06:00,Ewallet,8.0,0.33
1726,1727,WALM059,Pflugerville,Home and lifestyle,61.0,3.0,30/12/22,21:45:00,Ewallet,8.0,0.33
1727,1728,WALM022,Mesquite,Fashion accessories,28.0,3.0,04/07/23,18:34:00,Ewallet,9.0,0.48
1728,1729,WALM022,Mesquite,Home and lifestyle,61.0,1.0,11/02/21,16:54:00,Ewallet,4.0,0.48
1729,1730,WALM006,El Paso,Fashion accessories,84.0,1.0,21/04/21,21:52:00,Ewallet,9.0,0.48
1730,1731,WALM017,McKinney,Home and lifestyle,58.0,1.0,20/12/21,13:57:00,Ewallet,8.0,0.48
1731,1732,WALM015,Grand Prairie,Fashion accessories,41.0,1.0,01/04/22,11:04:00,Ewallet,4.0,0.48
1732,1733,WALM053,Conroe,Home and lifestyle,20.0,1.0,15/10/20,21:37:00,Ewallet,5.0,0.57
1733,1734,WALM033,Pearland,Fashion accessories,31.0,1.0,08/06/23,20:37:00,Ewallet,4.0,0.48
1734,1735,WALM045,Missouri City,Home and lifestyle,85.0,2.0,03/10/22,8:19:00,Credit card,8.0,0.48
1735,1736,WALM002,Dallas,Fashion accessories,54.0,1.0,14/10/21,7:43:00,Ewallet,5.0,0.36
1736,1737,WALM071,Lufkin,Home and lifestyle,20.0,3.0,23/05/20,15:22:00,Ewallet,4.0,0.33
1737,1738,WALM077,Coppell,Fashion accessories,43.0,3.0,27/11/20,6:05:00,Ewallet,6.0,0.33
1738,1739,WALM071,Lufkin,Home and lifestyle,54.0,1.0,10/10/22,22:03:00,Ewallet,7.0,0.33
1739,1740,WALM093,Angleton,Fashion accessories,51.0,3.0,09/10/22,18:02:00,Ewallet,7.0,0.33
1740,1741,WALM005,Fort Worth,Home and lifestyle,45.0,3.0,11/08/21,9:06:00,Ewallet,9.0,0.48
1741,1742,WALM019,Pasadena,Fashion accessories,40.0,1.0,19/01/23,12:07:00,Ewallet,6.0,0.48
1742,1743,WALM083,Farmers Branch,Home and lifestyle,29.0,2.0,05/01/23,16:14:00,Ewallet,8.0,0.33
1743,1744,WALM092,Lake Jackson,Fashion accessories,63.0,2.0,09/12/21,14:20:00,Ewallet,7.0,0.33
1744,1745,WALM015,Grand Prairie,Home and lifestyle,41.0,1.0,10/08/21,13:54:00,Ewallet,9.0,0.48
1745,1746,WALM005,Fort Worth,Fashion accessories,67.0,2.0,09/02/23,21:00:00,Ewallet,8.0,0.48
1746,1747,WALM033,Pearland,Home and lifestyle,74.0,3.0,16/08/22,18:53:00,Ewallet,5.0,0.48
1747,1748,WALM026,Denton,Fashion accessories,52.0,2.0,03/05/21,8:59:00,Ewallet,9.0,0.48
1748,1749,WALM076,Huntsville,Home and lifestyle,57.0,1.0,17/09/20,14:27:00,Ewallet,9.0,0.33
1749,1750,WALM052,Mansfield,Fashion accessories,30.0,3.0,27/07/20,13:12:00,Ewallet,9.0,0.57
1750,1751,WALM096,Eagle Pass,Home and lifestyle,74.0,3.0,05/11/21,19:28:00,Ewallet,4.0,0.33
1751,1752,WALM080,Nacogdoches,Fashion accessories,76.0,1.0,08/08/23,6:21:00,Ewallet,9.0,0.33
1752,1753,WALM052,Mansfield,Home and lifestyle,47.0,3.0,06/10/20,6:54:00,Ewallet,8.0,0.57
1753,1754,WALM071,Lufkin,Fashion accessories,26.0,3.0,27/02/23,6:04:00,Ewallet,9.0,0.33
1754,1755,WALM047,Flower Mound,Home and lifestyle,25.0,1.0,22/05/22,8:37:00,Ewallet,9.0,0.48
1755,1756,WALM040,Edinburg,Fashion accessories,73.0,1.0,05/05/20,16:07:00,Ewallet,9.0,0.48
1756,1757,WALM081,Friendswood,Home and lifestyle,28.0,1.0,16/12/21,12:03:00,Ewallet,4.0,0.33
1757,1758,WALM072,Lancaster,Fashion accessories,59.0,1.0,16/02/21,9:16:00,Ewallet,8.0,0.33
1758,1759,WALM026,Denton,Home and lifestyle,68.0,2.0,18/01/22,11:38:00,Ewallet,8.0,0.48
1759,1760,WALM093,Angleton,Fashion accessories,35.0,3.0,13/04/21,7:30:00,Ewallet,4.0,0.33
1760,1761,WALM077,Coppell,Home and lifestyle,38.0,3.0,03/06/22,8:05:00,Ewallet,8.0,0.33
1761,1762,WALM091,Little Elm,Fashion accessories,25.0,2.0,23/11/21,11:26:00,Ewallet,6.0,0.33
1762,1763,WALM008,Corpus Christi,Home and lifestyle,47.0,2.0,12/07/21,14:18:00,Ewallet,4.0,0.48
1763,1764,WALM092,Lake Jackson,Fashion accessories,34.0,2.0,18/10/22,19:54:00,Ewallet,6.0,0.33
1764,1765,WALM079,La Porte,Home and lifestyle,70.0,2.0,14/04/20,10:23:00,Ewallet,4.0,0.33
1765,1766,WALM085,Kerrville,Fashion accessories,75.0,2.0,28/02/20,9:19:00,Ewallet,8.0,0.33
1766,1767,WALM083,Farmers Branch,Home and lifestyle,57.0,1.0,30/01/20,14:17:00,Ewallet,6.0,0.33
1767,1768,WALM100,Canyon,Fashion accessories,83.0,1.0,08/12/20,21:26:00,Ewallet,6.0,0.18
1768,1769,WALM021,McAllen,Home and lifestyle,21.0,1.0,04/03/21,13:31:00,Ewallet,4.0,0.48
1769,1770,WALM016,Brownsville,Fashion accessories,61.0,2.0,29/11/23,20:59:00,Ewallet,9.0,0.48
1770,1771,WALM037,League City,Home and lifestyle,38.0,2.0,02/02/23,13:11:00,Ewallet,7.0,0.48
1771,1772,WALM053,Conroe,Fashion accessories,72.0,2.0,29/01/21,8:40:00,Ewallet,8.0,0.57
1772,1773,WALM039,Longview,Home and lifestyle,67.0,3.0,14/06/23,17:10:00,Ewallet,7.0,0.48
1773,1774,WALM068,Burleson,Fashion accessories,77.0,3.0,06/12/21,7:07:00,Ewallet,7.0,0.33
1774,1775,WALM044,Pharr,Home and lifestyle,32.0,3.0,01/04/20,16:10:00,Ewallet,6.0,0.48
1775,1776,WALM071,Lufkin,Fashion accessories,84.0,3.0,24/02/21,13:58:00,Ewallet,8.0,0.33
1776,1777,WALM004,Austin,Home and lifestyle,73.0,3.0,30/07/21,21:22:00,Ewallet,7.0,0.48
1777,1778,WALM083,Farmers Branch,Fashion accessories,71.0,3.0,29/12/21,17:31:00,Ewallet,5.0,0.33
1778,1779,WALM044,Pharr,Home and lifestyle,42.0,1.0,02/04/23,13:13:00,Ewallet,6.0,0.48
1779,1780,WALM042,Bryan,Fashion accessories,55.0,2.0,26/08/20,9:16:00,Ewallet,9.0,0.48
1780,1781,WALM016,Brownsville,Home and lifestyle,68.0,1.0,10/12/21,18:50:00,Ewallet,7.0,0.48
1781,1782,WALM059,Pflugerville,Fashion accessories,40.0,2.0,03/10/20,20:08:00,Ewallet,6.0,0.33
1782,1783,WALM047,Flower Mound,Home and lifestyle,72.0,3.0,31/10/22,21:50:00,Ewallet,6.0,0.48
1783,1784,WALM036,Allen,Fashion accessories,53.0,1.0,30/11/20,9:30:00,Ewallet,7.0,0.48
1784,1785,WALM044,Pharr,Home and lifestyle,16.0,3.0,23/05/23,6:16:00,Ewallet,5.0,0.48
1785,1786,WALM096,Eagle Pass,Fashion accessories,29.0,1.0,27/01/20,14:50:00,Ewallet,6.0,0.18
1786,1787,WALM090,Brownwood,Home and lifestyle,24.0,1.0,14/03/23,17:14:00,Ewallet,7.0,0.33
1787,1788,WALM097,Alice,Fashion accessories,43.0,1.0,30/10/23,12:15:00,Ewallet,8.0,0.18
1788,1789,WALM008,Corpus Christi,Home and lifestyle,75.0,3.0,25/03/20,7:45:00,Ewallet,8.0,0.48
1789,1790,WALM024,Carrollton,Fashion accessories,59.0,2.0,25/05/20,22:58:00,Ewallet,8.0,0.48
1790,1791,WALM010,Laredo,Home and lifestyle,28.0,1.0,25/11/21,18:20:00,Ewallet,8.0,0.48
1791,1792,WALM009,Plano,Fashion accessories,16.0,1.0,23/01/22,18:19:00,Ewallet,9.0,0.48
1792,1793,WALM085,Kerrville,Home and lifestyle,19.0,1.0,04/06/22,20:16:00,Ewallet,5.0,0.33
1793,1794,WALM024,Carrollton,Fashion accessories,75.0,2.0,11/07/21,8:01:00,Ewallet,6.0,0.48
1794,1795,WALM079,La Porte,Home and lifestyle,27.0,3.0,26/08/20,11:24:00,Ewallet,7.0,0.33
1795,1796,WALM096,Eagle Pass,Fashion accessories,75.0,3.0,06/05/22,14:27:00,Ewallet,6.0,0.18
1796,1797,WALM091,Little Elm,Home and lifestyle,24.0,2.0,27/08/23,18:13:00,Ewallet,7.0,0.33
1797,1798,WALM011,Lubbock,Fashion accessories,33.0,3.0,24/07/20,10:27:00,Ewallet,7.0,0.48
1798,1799,WALM027,Abilene,Home and lifestyle,74.0,1.0,27/09/23,12:39:00,Ewallet,6.0,0.48
1799,1800,WALM036,Allen,Fashion accessories,77.0,2.0,17/06/23,6:08:00,Ewallet,6.0,0.48
1800,1801,WALM047,Flower Mound,Home and lifestyle,61.0,2.0,29/08/20,11:29:00,Ewallet,6.0,0.48
1801,1802,WALM030,Richardson,Fashion accessories,28.0,3.0,18/01/23,10:03:00,Ewallet,8.0,0.48
1802,1803,WALM006,El Paso,Home and lifestyle,45.0,3.0,21/12/20,9:43:00,Ewallet,6.0,0.48
1803,1804,WALM042,Bryan,Fashion accessories,40.0,1.0,19/03/20,16:51:00,Ewallet,7.0,0.48
1804,1805,WALM077,Coppell,Home and lifestyle,16.0,1.0,27/12/23,19:49:00,Ewallet,5.0,0.33
1805,1806,WALM043,Baytown,Fashion accessories,44.0,2.0,12/08/21,12:26:00,Ewallet,7.0,0.48
1806,1807,WALM062,Galveston,Home and lifestyle,49.0,1.0,14/03/23,10:44:00,Ewallet,9.0,0.33
1807,1808,WALM024,Carrollton,Fashion accessories,74.0,3.0,22/06/21,7:04:00,Ewallet,8.0,0.48
1808,1809,WALM008,Corpus Christi,Home and lifestyle,23.0,1.0,05/12/23,17:04:00,Ewallet,5.0,0.48
1809,1810,WALM076,Huntsville,Fashion accessories,46.0,3.0,12/11/23,19:23:00,Ewallet,7.0,0.33
1810,1811,WALM041,Mission,Home and lifestyle,47.0,3.0,09/05/21,18:54:00,Ewallet,7.0,0.48
1811,1812,WALM081,Friendswood,Fashion accessories,58.0,1.0,02/07/20,19:15:00,Ewallet,5.0,0.33
1812,1813,WALM044,Pharr,Home and lifestyle,77.0,1.0,01/06/22,8:04:00,Ewallet,8.0,0.48
1813,1814,WALM047,Flower Mound,Fashion accessories,26.0,2.0,19/09/21,20:21:00,Ewallet,5.0,0.48
1814,1815,WALM036,Allen,Home and lifestyle,24.0,1.0,09/10/23,6:11:00,Ewallet,8.0,0.48
1815,1816,WALM097,Alice,Fashion accessories,46.0,2.0,20/04/23,7:10:00,Ewallet,6.0,0.18
1816,1817,WALM076,Huntsville,Home and lifestyle,15.0,3.0,04/11/20,15:12:00,Ewallet,9.0,0.33
1817,1818,WALM070,Hurst,Fashion accessories,27.0,1.0,01/06/21,10:14:00,Ewallet,4.0,0.33
1818,1819,WALM031,Lewisville,Home and lifestyle,68.0,2.0,20/12/20,9:25:00,Ewallet,6.0,0.48
1819,1820,WALM009,Plano,Fashion accessories,64.0,2.0,16/03/21,13:36:00,Ewallet,5.0,0.48
1820,1821,WALM091,Little Elm,Home and lifestyle,40.0,3.0,10/03/21,8:54:00,Ewallet,7.0,0.33
1821,1822,WALM048,Harlingen,Fashion accessories,15.0,3.0,20/04/21,16:05:00,Ewallet,4.0,0.48
1822,1823,WALM042,Bryan,Home and lifestyle,73.0,3.0,08/02/23,17:16:00,Ewallet,5.0,0.48
1823,1824,WALM097,Alice,Fashion accessories,45.0,2.0,25/05/21,19:00:00,Ewallet,8.0,0.18
1824,1825,WALM005,Fort Worth,Home and lifestyle,44.0,3.0,26/02/22,18:32:00,Ewallet,9.0,0.48
1825,1826,WALM016,Brownsville,Fashion accessories,56.0,2.0,28/07/23,16:20:00,Ewallet,8.0,0.48
1826,1827,WALM026,Denton,Home and lifestyle,17.0,1.0,11/01/20,6:59:00,Ewallet,5.0,0.48
1827,1828,WALM002,Dallas,Fashion accessories,38.0,3.0,25/06/22,18:43:00,Ewallet,7.0,0.36
1828,1829,WALM063,Georgetown,Home and lifestyle,73.0,3.0,25/12/21,7:31:00,Ewallet,7.0,0.33
1829,1830,WALM001,Houston,Fashion accessories,30.0,1.0,27/01/20,19:13:00,Ewallet,5.0,0.36
1830,1831,WALM008,Corpus Christi,Home and lifestyle,76.0,1.0,20/01/22,15:44:00,Ewallet,4.0,0.48
1831,1832,WALM053,Conroe,Fashion accessories,75.0,2.0,17/11/23,20:39:00,Ewallet,9.0,0.57
1832,1833,WALM076,Huntsville,Home and lifestyle,42.0,1.0,04/03/20,7:03:00,Ewallet,5.0,0.33
1833,1834,WALM027,Abilene,Fashion accessories,81.0,3.0,17/01/23,9:32:00,Ewallet,8.0,0.48
1834,1835,WALM034,College Station,Home and lifestyle,39.0,3.0,27/01/21,8:56:00,Ewallet,9.0,0.48
1835,1836,WALM072,Lancaster,Fashion accessories,70.0,2.0,19/09/20,8:48:00,Ewallet,8.0,0.33
1836,1837,WALM083,Farmers Branch,Home and lifestyle,33.0,2.0,29/08/22,13:30:00,Ewallet,9.0,0.33
1837,1838,WALM016,Brownsville,Fashion accessories,46.0,1.0,21/05/20,20:26:00,Ewallet,7.0,0.48
1838,1839,WALM019,Pasadena,Home and lifestyle,28.0,2.0,07/09/20,16:06:00,Ewallet,7.0,0.48
1839,1840,WALM080,Nacogdoches,Fashion accessories,80.0,2.0,22/02/20,22:13:00,Ewallet,8.0,0.33
1840,1841,WALM015,Grand Prairie,Home and lifestyle,24.0,2.0,28/07/23,11:58:00,Ewallet,6.0,0.48
1841,1842,WALM058,Port Arthur,Fashion accessories,59.0,3.0,04/04/20,6:34:00,Ewallet,9.0,0.33
1842,1843,WALM066,Grapevine,Home and lifestyle,72.0,2.0,13/07/23,13:09:00,Ewallet,4.0,0.33
1843,1844,WALM081,Friendswood,Fashion accessories,36.0,2.0,26/07/21,16:36:00,Ewallet,7.0,0.33
1844,1845,WALM028,Odessa,Home and lifestyle,62.0,2.0,06/03/22,13:31:00,Ewallet,9.0,0.48
1845,1846,WALM090,Brownwood,Fashion accessories,79.0,1.0,29/09/23,9:44:00,Ewallet,8.0,0.33
1846,1847,WALM036,Allen,Home and lifestyle,61.0,1.0,24/01/20,9:08:00,Ewallet,4.0,0.48
1847,1848,WALM031,Lewisville,Fashion accessories,75.0,3.0,04/08/22,16:28:00,Ewallet,6.0,0.48
1848,1849,WALM034,College Station,Home and lifestyle,33.0,1.0,12/11/21,22:55:00,Ewallet,6.0,0.48
1849,1850,WALM043,Baytown,Fashion accessories,67.0,2.0,13/01/21,6:45:00,Ewallet,6.0,0.48
1850,1851,WALM019,Pasadena,Home and lifestyle,72.0,3.0,20/08/23,8:49:00,Ewallet,4.0,0.48
1851,1852,WALM080,Nacogdoches,Fashion accessories,75.0,1.0,14/11/23,8:15:00,Ewallet,7.0,0.33
1852,1853,WALM043,Baytown,Home and lifestyle,22.0,2.0,23/09/22,20:10:00,Ewallet,6.0,0.48
1853,1854,WALM051,New Braunfels,Fashion accessories,30.0,2.0,01/02/22,15:12:00,Ewallet,9.0,0.48
1854,1855,WALM015,Grand Prairie,Home and lifestyle,63.0,1.0,10/07/20,22:14:00,Ewallet,8.0,0.48
1855,1856,WALM064,Bedford,Fashion accessories,35.0,1.0,02/07/22,18:03:00,Ewallet,6.0,0.33
1856,1857,WALM042,Bryan,Home and lifestyle,38.0,2.0,19/10/22,19:37:00,Ewallet,6.0,0.48
1857,1858,WALM010,Laredo,Fashion accessories,17.0,2.0,27/09/20,17:46:00,Ewallet,6.0,0.48
1858,1859,WALM081,Friendswood,Home and lifestyle,57.0,1.0,12/11/23,19:04:00,Ewallet,6.0,0.33
1859,1860,WALM061,Cedar Park,Fashion accessories,18.0,2.0,27/04/20,17:58:00,Ewallet,5.0,0.33
1860,1861,WALM052,Mansfield,Home and lifestyle,57.0,1.0,26/09/22,7:55:00,Ewallet,6.0,0.57
1861,1862,WALM098,Mineral Wells,Fashion accessories,18.0,2.0,12/09/20,19:24:00,Ewallet,6.0,0.18
1862,1863,WALM001,Houston,Home and lifestyle,68.0,1.0,10/06/20,19:09:00,Ewallet,9.0,0.36
1863,1864,WALM024,Carrollton,Fashion accessories,80.0,1.0,24/09/23,17:47:00,Ewallet,8.0,0.48
1864,1865,WALM045,Missouri City,Home and lifestyle,72.0,3.0,05/04/20,13:24:00,Credit card,9.0,0.48
1865,1866,WALM057,Euless,Fashion accessories,63.0,3.0,21/05/23,10:05:00,Ewallet,4.0,0.33
1866,1867,WALM092,Lake Jackson,Home and lifestyle,37.0,2.0,13/02/20,9:01:00,Ewallet,4.0,0.33
1867,1868,WALM064,Bedford,Fashion accessories,23.0,2.0,12/05/22,12:08:00,Ewallet,8.0,0.33
1868,1869,WALM041,Mission,Home and lifestyle,31.0,3.0,28/05/22,10:40:00,Ewallet,4.0,0.48
1869,1870,WALM048,Harlingen,Fashion accessories,78.0,2.0,04/05/23,11:26:00,Ewallet,8.0,0.48
1870,1871,WALM026,Denton,Home and lifestyle,63.0,2.0,21/06/21,21:18:00,Ewallet,5.0,0.48
1871,1872,WALM067,Haltom City,Fashion accessories,40.0,2.0,10/05/23,9:26:00,Ewallet,7.0,0.33
1872,1873,WALM013,Irving,Home and lifestyle,17.0,3.0,15/02/21,9:05:00,Ewallet,9.0,0.48
1873,1874,WALM004,Austin,Fashion accessories,70.0,1.0,11/04/22,20:02:00,Ewallet,8.0,0.48
1874,1875,WALM100,Canyon,Home and lifestyle,43.0,3.0,19/10/22,8:11:00,Ewallet,9.0,0.18
1875,1876,WALM005,Fort Worth,Fashion accessories,37.0,3.0,26/08/23,19:21:00,Ewallet,7.0,0.48
1876,1877,WALM020,Killeen,Home and lifestyle,43.0,1.0,16/12/23,10:50:00,Ewallet,4.0,0.48
1877,1878,WALM030,Richardson,Fashion accessories,52.0,2.0,18/12/20,19:34:00,Ewallet,8.0,0.48
1878,1879,WALM042,Bryan,Home and lifestyle,78.0,2.0,16/11/20,13:57:00,Ewallet,6.0,0.48
